title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1
The Man Who Shot Liberty Valance,"[{""id"": 37, ""name"": ""Western""}]",3,250.0,Paramount Pictures,John Ford Productions,Eddie Jauregui,John Ford,Otho Lovering,John Wayne,James Stewart
Beginners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",2,166.65393749999998,Parts and Labor,Olympus Pictures,Robin Urdang,Mike Mills,Olivier Bugge Coutté,Ewan McGregor,Christopher Plummer
Animal House,"[{""id"": 35, ""name"": ""Comedy""}]",6,5222.222222222222,Universal Pictures,Oregon Film Factory,John Stacy,John Landis,George Folsey Jr.,John Belushi,Tim Matheson
Goldfinger,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",6,4995.24248,United Artists,Eon Productions,Peter Murton,Guy Hamilton,Peter R. Hunt,Sean Connery,Honor Blackman
It's a Wonderful Life,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,303.2743396226415,RKO Radio Pictures,Liberty Films (II),Homer Plannette,Frank Capra,William Hornbeck,James Stewart,Donna Reed
Trainspotting,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3,412.277,Miramax Films,Channel Four Films,Tony Cook,Danny Boyle,Masahiro Hirakubo,Ewan McGregor,Ewen Bremner
Paranormal Activity 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6,5917.067733333333,Paramount Pictures,Blumhouse Productions,Kimberly Graham,Tod Williams,Gregory Plotkin,Katie Featherston,David Bierend
Bowling for Columbine,"[{""id"": 99, ""name"": ""Documentary""}]",4,889.111825,Alliance Atlantis Communications,TiMe Film- und TV-Produktions GmbH,Edward C. Kukla,Michael Moore,Kurt Engfehr,Michael Moore,George H. W. Bush
A Nightmare on Elm Street Part 2: Freddy's Revenge,"[{""id"": 27, ""name"": ""Horror""}]",5,999.9737666666666,New Line Cinema,Smart Egg Pictures,Marneen Fields,Jack Sholder,Arline Garson,Robert Englund,Mark Patton
A Room with a View,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,698.8881333333334,Goldcrest Films International,National Film Finance Corporation (NFFC),Richard Robbins,James Ivory,Humphrey Dixon,Maggie Smith,Helena Bonham Carter
The Purge,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6,2977.6209000000003,Universal Pictures,Why Not Productions,Melanie Jones,James DeMonaco,Peter Gvozdas,Lena Headey,Ethan Hawke
Sinister,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",6,2590.4146333333333,Alliance Films,Blumhouse Productions,Arielle Toelke,Scott Derrickson,Frédéric Thoraval,Ethan Hawke,Juliet Rylance
Martin Lawrence Live: Runteldat,"[{""id"": 35, ""name"": ""Comedy""}]",4,639.4671666666667,,,David Gale,David Raynr,,Martin Lawrence,
Cat on a Hot Tin Roof,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,585.6774666666666,Avon Production,Metro-Goldwyn-Mayer (MGM),Robert Priestley,Richard Brooks,Ferris Webster,Elizabeth Taylor,Paul Newman
Beneath the Planet of the Apes,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",4,633.3239333333333,Twentieth Century Fox Film Corporation,APJAC Productions,Marion Rothman,Ted Post,Marion Rothman,James Franciscus,Kim Hunter
Air Bud,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",4,771.4833,Walt Disney Pictures,,Richard Trus,Charles Martin Smith,,Kevin Zegers,Wendy Makkena
Pokémon: Spell of the Unknown,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",3,427.57046875000003,TV Tokyo,4 Kids Entertainment,Takeshi Shudo,Kunihiko Yuyama,,Veronica Taylor,Rachael Lillis
Friday the 13th Part VI: Jason Lives,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4,649.0685666666667,Paramount Pictures,,Jon Kranhouse,Tom McLoughlin,Bruce Green,Thom Mathews,Jennifer Cooke
The Bridge on the River Kwai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",5,1110.0,Columbia Pictures Corporation,Horizon Pictures (II),Michael Wilson,David Lean,,William Holden,Alec Guinness
Spaced Invaders,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,512.3191,Touchstone Pictures,Silver Screen Partners IV,Patrick Read Johnson,Patrick Read Johnson,,Ariana Richards,Douglas Barr
Family Plot,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",3,395.0,Universal Pictures,,Leonard J. South,Alfred Hitchcock,,Barbara Harris,Bruce Dern
The Apartment,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,833.3333333333334,United Artists,The Mirisch Company,Miriam Nelson,Billy Wilder,Daniel Mandell,Jack Lemmon,Shirley MacLaine
Jason Goes to Hell: The Final Friday,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,531.2688333333333,New Line Cinema,Sean S. Cunningham Films,Robert A. Maisto,Adam Marcus,David Handman,Kane Hodder,John D. LeMay
Torn Curtain,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,433.3333333333333,Universal Pictures,,Hein Heckroth,Alfred Hitchcock,Bud Hoffman,Paul Newman,Julie Andrews
Dave Chappelle's Block Party,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",3,390.6198333333333,Yari Film Group,,Lauri Faggioni,Michel Gondry,Jamie Kirkpatrick,Dave Chappelle,Erykah Badu
Elmer Gantry,"[{""id"": 18, ""name"": ""Drama""}]",3,346.6666666666667,United Artists,,Sinclair Lewis,Richard Brooks,Marjorie Fowler,Burt Lancaster,Jean Simmons
Judgment at Nuremberg,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3,333.33333333333337,United Artists,Roxlom Films,Art Cole,Stanley Kramer,Frederic Knudtson,Spencer Tracy,Burt Lancaster
Red River,"[{""id"": 37, ""name"": ""Western""}]",3,300.4,United Artists,Monterey Productions,Charles Schnee,Arthur Rosson,Christian Nyby,John Wayne,Montgomery Clift
Before Midnight,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",3,372.5489666666667,Castle Rock Entertainment,Detour Filmproduction,Doru Raceala,Richard Linklater,Sandra Adair,Ethan Hawke,Julie Delpy
Phantasm II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2,242.76170000000002,Universal Pictures,Spacegate Productions,Carla Gibbons,Don Coscarelli,,James Le Gros,Reggie Bannister
Woman Thou Art Loosed,"[{""id"": 18, ""name"": ""Drama""}]",2,226.80053333333333,,,Stan Foster,Michael Schultz,,Kimberly Elise,Loretta Devine
East Is East,"[{""id"": 35, ""name"": ""Comedy""}]",4,742.1052631578948,BBC,Assassin Films,Leslee Udwin,Damien O'Donnell,,Om Puri,Linda Bassett
Kama Sutra - A Tale of Love,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2,136.96983333333333,Mirabai Films,NDF International,Helena Kriel,Mira Nair,,Indira Varma,Sarita Choudhury
Willy Wonka & the Chocolate Factory,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2,133.33333333333331,Paramount Pictures,David L. Wolper Productions,Leslie Bricusse,Mel Stuart,David Saxon,Gene Wilder,Jack Albertson
Jawbreaker,"[{""id"": 35, ""name"": ""Comedy""}]",2,102.56066666666668,TriStar Pictures,Crossroads Films,Ryan Paravecchio,Darren Stein,Troy Takaki,Rose McGowan,Julie Benz
Basquiat,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2,101.6591206565991,Miramax,Eleventh Street Production,Earl Dittebrandt,Julian Schnabel,Michael Berenbaum,Jeffrey Wright,David Bowie
Tsotsi,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",3,329.3323666666667,Movieworld Productions,Industrial Development Corporation of South Africa,Pierre Vienings,Gavin Hood,Megan Gill,Presley Chweneyagae,Jerry Mofokeng
Happiness,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,93.57966666666667,Killer Films,Good Machine,Robbie Kondor,Todd Solondz,Alan Oxman,Jane Adams,Jon Lovitz
Tusk,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1,65.23946428571429,Phase 4 Films,Demarest Films,John D. Kretschmer,Kevin Smith,Kevin Smith,Michael Parks,Justin Long
Oldboy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",3,499.3335,Egg Films,Show East,Sang-wook Lee,Park Chan-wook,Kim Sang-beom,Choi Min-sik,Yoo Ji-tae
Hobo with a Shotgun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",1,24.948433333333334,Rhombus Media,Yer Dead Productions,Darius Holbert,Jason Eisener,,Rutger Hauer,Gregory Smith
Fish Tank,"[{""id"": 18, ""name"": ""Drama""}]",1,78.59506666666667,BBC Films,Kasander Film Company,Holly Horner,Andrea Arnold,Nicolas Chaudeurge,Katie Jarvis,Michael Fassbender
Bachelorette,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3,398.2651333333334,Gary Sanchez Productions,BCDF Pictures,Trinh Baxter,Leslye Headland,Jeffrey Wolf,Kirsten Dunst,Isla Fisher
The Divide,"[{""id"": 878, ""name"": ""Science Fiction""}]",1,0.7333333333333333,Instinctive Film,Manitoba Film and Video Production Tax Credit,Dave Perich,Xavier Gens,Carlo Rizzo,Lauren German,Michael Biehn
Demonic,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2,112.9,Icon Entertainment International,Dimension Films,Nicholas 'Nikko' Tsiotsias,Will Canon,Josh Schaeffer,Maria Bello,Frank Grillo
Point Blank,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,128.0,Metro-Goldwyn-Mayer (MGM),Winkler Films,David Steen,John Boorman,Henry Berman,Lee Marvin,Angie Dickinson
Central Station,"[{""id"": 18, ""name"": ""Drama""}]",2,192.98993103448277,MACT Productions,Videofilms,Zezé di Camargo,Walter Salles,Isabelle Rathery,Fernanda Montenegro,Marília Pêra
Pocketful of Miracles,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2,172.41379310344826,Franton Production,,Damon Runyon,Frank Capra,Frank P. Keller,Glenn Ford,Bette Davis
Freakonomics,"[{""id"": 99, ""name"": ""Documentary""}]",1,3.4578333333333338,Chad Troutwine Films,Green Film Company,Jeremy Chilnick,Eugene Jarecki,,Zoe Sloane,Jade Viggiano
Hustle & Flow,"[{""id"": 18, ""name"": ""Drama""}]",3,294.5465875,MTV Films,,Betty Chin,Craig Brewer,Billy Fox,Terrence Howard,Anthony Anderson
Some Like It Hot,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4,866.8972844615944,The Mirisch Corporation,Ashton Productions,Phil Stern,Billy Wilder,Arthur P. Schmidt,Marilyn Monroe,Tony Curtis
Friday the 13th Part VII: The New Blood,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,684.6428928571428,Paramount Pictures,,Barry Zetlin,John Carl Buechler,Barry Zetlin,Kane Hodder,Lar Park Lincoln
The Wizard of Oz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",5,1215.519157364062,Loew's Incorporated,,A. Arnold Gillespie,Victor Fleming,Blanche Sewell,Judy Garland,Frank Morgan
Young Frankenstein,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",6,3081.1904642857144,Twentieth Century Fox Film Corporation,Crossbow Productions,Ed Wynigear,Mel Brooks,John C. Howard,Gene Wilder,Peter Boyle
Diary of the Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,268.2429,Artfire Films,,George A. Romero,George A. Romero,,Michelle Morgan,Joshua Close
The Black Stallion,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",6,1399.986777777778,United Artists,,Earl G. Preston,Carroll Ballard,Robert Dalva,Kelly Reno,Mickey Rooney
Donovan's Reef,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2,245.71854058078927,Paramount Pictures,,Eddie Imazu,John Ford,Otho Lovering,John Wayne,Elizabeth Allen
A Guy Named Joe,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",2,204.14921964217737,Metro-Goldwyn-Mayer (MGM),,Gilbert Kurland,Victor Fleming,Frank Sullivan,Spencer Tracy,Irene Dunne
Blazing Saddles,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",6,4596.153846153846,Crossbow Productions,Warner Bros.,Alan Uger,Mel Brooks,Danford B. Greene,Cleavon Little,Gene Wilder
Friday the 13th: The Final Chapter,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5,1268.4953846153846,Paramount Pictures,"Friday Four, Inc.",Joel Goodman,Joseph Zito,Joel Goodman,Kimberly Beck,Erich Anderson
Ida,"[{""id"": 18, ""name"": ""Drama""}]",3,495.53554888666594,Danish Film Institute,Portobello Pictures,Łukasz Żal,Paweł Pawlikowski,Jaroslaw Kaminski,Agata Trzebuchowska,Agata Kulesza
Riding Giants,"[{""id"": 99, ""name"": ""Documentary""}]",2,121.76923076923076,,,Paul Crowder,Stacy Peralta,Paul Crowder,Jeff Clark,Darrick Doerner
Timecrimes,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,21.276846153846154,Arsénico Producciones,Zip Films,Jordi Rediu,Nacho Vigalondo,José Luis Romeu,Karra Elejalde,Candela Fernández
Singin' in the Rain,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3,283.375314861461,Metro-Goldwyn-Mayer (MGM),,Nacio Herb Brown,Gene Kelly,Adrienne Fazan,Gene Kelly,Donald O'Connor
A Haunted House,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",6,2405.66732,Endgame Entertainment,Wayans Bros. Entertainment,Michael Tiddes,Michael Tiddes,Suzanne Hines,Marlon Wayans,Essence Atkins
2016: Obama's America,"[{""id"": 99, ""name"": ""Documentary""}]",6,1336.0,,,Dinesh D'Souza,Dinesh D'Souza,,,
Halloween III: Season of the Witch,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,576.0,Universal Pictures,,Thomas R. Burman,Tommy Lee Wallace,Millie Moore,Tom Atkins,Stacey Nelkin
Escape from the Planet of the Apes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,493.95619999999997,Twentieth Century Fox Film Corporation,APJAC Productions,Theodore Soderberg,Don Taylor,Marion Rothman,Roddy McDowall,Kim Hunter
Hud,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",3,400.0,Paramount Pictures,,Harriet Frank Jr.,Martin Ritt,Frank Bracht,Paul Newman,Melvyn Douglas
Garden State,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5,1071.26892,Fox Searchlight Pictures,Double Feature Films,Evelyne Noraz,Zach Braff,Myron I. Kerstein,Zach Braff,Natalie Portman
Before Sunrise,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,221.4162,Detour Film Production,,Florentina Welley,Richard Linklater,Sheri Galloway,Ethan Hawke,Julie Delpy
Robot & Frank,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2,133.00152,Samuel Goldwyn Films,Stage 6 Films,Jenna Schultz,Jake Schreier,,Frank Langella,Liv Tyler
The Spectacular Now,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3,274.18444,21 Laps Entertainment,Andrew Lauren Productions (ALP),Gabe Hilfer,James Ponsoldt,Darrin Navarro,Miles Teller,Shailene Woodley
Eye of the Dolphin,"[{""id"": 18, ""name"": ""Drama""}]",1,2.8761599999999996,Gold/Miller Productions,120dB Films,Wendell Morris,Michael D. Sellers,,Carly Schroeder,Adrian Dunbar
Sleep Dealer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,4.30236,Likely Story,,David Riker,Alex Rivera,,Leonor Varela,Jacob Vargas
Super,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1,12.96552,This Is That Productions,Ambush Entertainment,Larry Long,James Gunn,Cara Silverman,Rainn Wilson,Ellen Page
Get on the Bus,"[{""id"": 18, ""name"": ""Drama""}]",2,238.79595833333332,Columbia Pictures,40 Acres & A Mule Filmworks,Reggie Rock Bythewood,Spike Lee,,Ossie Davis,Charles S. Dutton
Idiocracy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,1.6510099999999999,Twentieth Century Fox Film Corporation,Ternion Pictures,Michael Nelson,Mike Judge,,Luke Wilson,Maya Rudolph
This Is England,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3,343.552268907563,EM Media,UK Film Council,Ludovico Einaudi,Shane Meadows,Chris Wyatt,Thomas Turgoose,Stephen Graham
Bathing Beauty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",3,291.9102075391783,Metro-Goldwyn-Mayer (MGM),,M.M. Musselman,George Sidney,Blanche Sewell,Red Skelton,Esther Williams
Show Boat,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3,478.2608695652174,Metro-Goldwyn-Mayer (MGM),,Jerome Kern,George Sidney,,Howard Keel,Kathryn Grayson
Fantasia,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",6,3654.385964912281,Walt Disney Pictures,,Paul Dukas,Norman Ferguson,Stephen Csillag,Deems Taylor,Walt Disney
Friday the 13th Part III,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5,917.251675,Paramount Pictures,Jason Productions,Gerald Feil,Steve Miner,George Hively,Dana Kimmell,Paul Kratka
Friday the 13th: A New Beginning,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5,996.8371818181819,Paramount Pictures,Georgetown Productions Inc.,Timothy Silver,Danny Steinmann,Bruce Green,Melanie Kinnaman,John Shepherd
The Valley of Decision,"[{""id"": 18, ""name"": ""Drama""}]",3,422.77777777777777,Metro-Goldwyn-Mayer (MGM),,Marcia Davenport,Tay Garnett,Blanche Sewell,Greer Garson,Gregory Peck
The Best Years of Our Lives,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",5,1126.1904761904764,"Samuel Goldwyn Company, The",,Richard DeWeese,William Wyler,Daniel Mandell,Fredric March,Myrna Loy
Mi America,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",1,0.15857142857142859,Industrial House Films,,Jay Galione,Robert Fontaine,Jay Galione,Robert Fontaine,Michael Brainard
[REC],"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",6,2029.8666666666666,Filmax,,Gérard Estival,Paco Plaza,Martí Roca,Manuela Velasco,Ferran Terraza
From Russia with Love,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",6,3944.9382499999997,United Artists,Eon Productions,Eileen Sullivan,Terence Young,Peter R. Hunt,Sean Connery,Daniela Bianchi
Sleeper,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",5,917.2364500000001,Rollins-Joffe Productions,,Ron Kalish,Woody Allen,Ron Kalish,Woody Allen,Diane Keaton
It Follows,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,733.7038,Northern Lights Films,Animal Kingdom,Jax Martin,David Robert Mitchell,Julio Perez IV,Maika Monroe,Keir Gilchrist
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"[{""id"": 35, ""name"": ""Comedy""}]",5,900.8145000000001,United Artists,,David Reuben,Woody Allen,Eric Albertson,Woody Allen,John Carradine
To Kill a Mockingbird,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",4,656.4923,Universal Pictures,,Seth Banks,Robert Mulligan,Aaron Stell,Gregory Peck,Brock Peters
